code_insee,nom_commune,code_dept,population,superficie_km2,densite,nb_associations_pour_mille,taux_chomage_2016,taux_chomage_2021,delta_taux_chomage,pct_sans_diplome_2016,pct_sans_diplome_2021,delta_pct_sans_diplome,pct_diplome_sup_2016,pct_diplome_sup_2021,delta_pct_diplome_sup,revenu_median_2016,revenu_median_2021,delta_revenu_median,taux_criminalite_2016,taux_criminalite_2021,delta_taux_criminalite,nb_entreprises_pour_mille_2016,nb_entreprises_pour_mille_2021,delta_nb_entreprises_pour_mille,score_ext_gauche_2017,score_ext_gauche_2022,score_gauche_2017,score_gauche_2022,score_centre_2017,score_centre_2022,score_droite_2017,score_droite_2022,score_ext_droite_2017,score_ext_droite_2022,gagnant_2017,gagnant_2022
22037,La Chapelle-Neuve,22,404.0,24.0,16.3,45.68527918781726,14.723926380368058,17.19539576245325,2.471469382085191,38.06451612903226,27.29749222775996,-10.767023901272303,17.741935483870968,29.39350889835634,11.651573414485373,15311.0,16920.0,1609.0,0.0,0.0,0.0,54.45544554455446,60.91370558375635,6.458260039201889,2.37,3.41,36.36,33.2,24.9,21.7,14.62,6.38,21.750000000000004,35.330000000000005,gauche,ext_droite
22039,La Chèze,22,566.0,3.0,222.5,51.236749116607776,17.167381974248926,12.616526971493858,-4.550855002755068,44.008714596949886,36.3055171954918,-7.703197401458084,10.675381263616558,18.681762523711324,8.006381260094766,17778.0,19230.0,1452.0,8.8339222614841,10.60070671378092,1.76678445229682,63.60424028268551,61.83745583038869,-1.7667844522968181,2.89,3.37,29.480000000000004,26.37,19.36,27.61,21.39,5.21,26.89,37.42,gauche,ext_droite
22040,Coadout,22,581.0,10.0,59.6,21.6998191681736,14.9812734082397,8.42339406159143,-6.557879346648269,22.71604938271605,16.879010083190497,-5.837039299525554,25.185185185185183,30.876253405717478,5.691068220532294,20348.0,20780.0,432.0,0.0,0.0,0.0,22.37521514629948,23.508137432188065,1.1329222858885828,3.12,4.82,36.72,37.39,28.65,21.81,7.03,1.98,24.48,34.00000000000001,gauche,gauche
22041,Coatascorn,22,256.0,8.0,32.5,19.607843137254903,10.936792395159486,8.965587602279168,-1.971204792880318,21.13488560671397,17.57662662880132,-3.5582589779126472,26.8470168517718,24.41044544378735,-2.4365714079844523,17648.0,18940.0,1292.0,0.0,0.0,0.0,39.0625,35.294117647058826,-3.768382352941174,2.63,1.75,36.84,32.739999999999995,20.39,23.39,12.5,5.26,27.64,36.84,gauche,ext_droite
22042,Coatréven,22,492.0,9.0,54.2,34.136546184738954,7.509881422924913,7.593406634487039,0.08352521156212589,20.539483885665607,20.716018874629192,0.176534988963585,25.944611223998663,25.882491863703887,-0.06211936029477627,19709.0,22250.0,2541.0,0.0,0.0,0.0,71.13821138211382,100.4016064257028,29.26339504358897,2.99,0.94,27.25,29.24,24.85,29.25,20.36,7.55,24.56,33.01,gauche,ext_droite
22043,Coëtlogon,22,221.0,17.0,13.0,26.63538141382717,9.411764705882348,8.739239652457053,-0.6725250534252947,34.11764705882352,31.31155345140804,-2.8060936074154803,20.588235294117645,24.087348834663796,3.4991135405461513,17507.0,20190.0,2683.0,0.0,0.0,0.0,48.51933629899016,58.8235294117647,10.304193112774541,1.45,2.96,17.39,22.96,29.71,29.63,22.46,5.93,28.98,38.52,centre,ext_droite
22044,Coëtmieux,22,1776.0,8.0,220.9,18.76379690949227,5.8959537572254295,5.912366718361266,0.016412961135836568,19.34959349593496,19.531899860879975,0.1823063649450134,28.04878048780488,27.862504309742704,-0.186276178062176,21572.0,24710.0,3138.0,5.63063063063063,3.863134657836645,-1.7674959727939856,50.112612612612615,58.498896247240616,8.386283634628,1.8,1.62,22.130000000000003,25.74,33.9,37.44,17.9,4.68,24.28,30.51,centre,centre
22045,Cohiniac,22,365.0,13.0,29.1,31.57894736842105,10.27027027027027,8.092238583999958,-2.1780316862703124,28.673835125448026,20.660164032705094,-8.013671092742932,18.99641577060932,24.555298441260582,5.558882670651261,21308.0,23830.0,2522.0,0.0,0.0,0.0,43.83561643835616,47.36842105263158,3.5328046142754204,4.8100000000000005,2.06,30.74,26.75,19.26,29.22,15.93,3.7,29.26,38.27,gauche,ext_droite
22046,Le Mené,22,6425.0,7.0,39.3,28.691719943864022,9.360575963063496,10.049704474666523,0.6891285116030268,41.39797928177721,33.15248207713888,-8.245497204638333,13.867678643245318,17.06166967074727,3.193991027501953,19086.0,20640.0,1554.0,14.785992217898832,20.42725713394667,5.64126491604784,40.1556420233463,48.80711055668174,8.65146853333544,2.67,1.61,22.89,23.02,25.89,28.82,19.02,5.82,29.540000000000003,40.73,ext_droite,ext_droite
22047,Corlay,22,957.0,14.0,69.3,38.209606986899566,15.151791250398164,13.141950906091596,-2.0098403443065678,42.06449846878064,34.46226327620658,-7.602235192574064,15.852588605410228,21.62223086162105,5.769642256210821,18708.0,20250.0,1542.0,0.0,7.641921397379912,7.641921397379912,74.19017763845349,93.88646288209608,19.696285243642592,3.34,2.65,25.37,27.92,31.72,30.39,17.36,4.95,22.200000000000003,34.09,centre,ext_droite
22048,Corseul,22,2177.0,42.0,52.3,22.941970310391365,10.670481265650048,11.354179795921066,0.6836985302710179,32.65909508169658,23.69821510024282,-8.960879981453758,22.3316469506266,23.56932207488816,1.2376751242615605,19854.0,22610.0,2756.0,7.808911345888838,2.6990553306342777,-5.10985601525456,53.74368396876435,65.6770130454341,11.933329076669743,2.54,1.67,25.67,33.15,31.12,27.34,17.91,3.7,22.76,34.160000000000004,centre,ext_droite
22049,Créhen,22,1639.0,18.0,90.1,32.648125755743656,8.809135399673735,7.388230033080107,-1.4209053665936286,38.91020721412126,26.62540558520882,-12.284801628912437,17.651573292402148,26.676669801897507,9.02509650949536,20188.0,22030.0,1842.0,0.0,0.0,0.0,49.42037827943868,58.04111245465538,8.620734175216697,3.05,2.1,20.89,22.81,25.97,34.35,25.32,6.11,24.77,34.64,centre,ext_droite
22050,Dinan,22,14222.0,4.0,1626.4,30.3236797274276,16.34108932903322,14.756975626264174,-1.5841137027690468,29.32707316742188,27.070693380617,-2.256379786804878,30.03306953915098,33.73231424554747,3.6992447063964917,20925.0,23240.0,2315.0,57.02432850513289,46.06473594548552,-10.95959255964737,99.63436928702012,114.412265758092,14.777896471071884,1.7799999999999998,1.57,28.09,33.33,28.99,34.75,24.98,5.29,16.15,25.05,centre,centre
22052,Duault,22,359.0,22.0,16.8,36.64921465968586,13.10344827586207,12.971059278015334,-0.13238899784673563,29.72027972027972,20.818597043994927,-8.901682676284793,20.27972027972028,28.74556124802959,8.465840968309308,18407.0,19720.0,1313.0,0.0,0.0,0.0,80.77994428969359,102.09424083769632,21.31429654800273,6.39,2.39,33.79,33.02,18.72,23.44,18.26,6.7,22.830000000000005,34.46,gauche,ext_droite
22053,Eréac,22,680.0,21.0,32.2,35.39823008849557,11.34518247602594,15.276979179291756,3.9317967032658157,44.29920679136475,40.80622468335479,-3.4929821080099615,13.647032930540696,15.412264924561171,1.7652319940204748,17833.0,19380.0,1547.0,0.0,0.0,0.0,38.235294117647065,56.04719764011799,17.811903522470928,2.05,1.71,20.51,16.380000000000003,21.54,29.34,24.1,6.36,31.8,46.21,ext_droite,ext_droite
22054,Erquy,22,3904.0,27.0,147.8,31.465848042977743,11.246520674653183,13.460984414385896,2.2144637397327127,38.72584648929845,29.105422520808965,-9.620423968489483,19.359463681476903,24.432939911914637,5.073476230437734,22278.0,25680.0,3402.0,35.3483606557377,31.465848042977743,-3.8825126127599567,92.46926229508198,112.56075722691224,20.09149493183027,1.37,0.96,20.630000000000003,23.17,30.92,38.54,28.07,5.94,19.01,31.390000000000004,centre,centre
22055,Binic - Etables-sur-Mer,22,6965.0,9.0,460.8,13.224821973550355,12.131207300627423,10.477633426413345,-1.6535738742140786,25.651260469219107,20.27123773358424,-5.380022735634867,32.39102211097882,36.53499912065284,4.143977009674025,23101.0,26560.0,3459.0,34.31442928930366,29.646853654992007,-4.667575634311653,71.64393395549175,91.8471152448772,20.203181289385455,1.26,1.22,26.17,31.790000000000003,29.3,36.08,24.62,4.99,18.66,25.93,centre,centre
